Apache Software License - Version 2.0;.*;org.eclipse.jetty.http2:http2-server
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-alpn-java-server
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-alpn-server
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-continuation
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-http
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-io
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-jaas
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-security
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-server
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-servlet
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-servlets
Apache Software License - Version 2.0;.*;org.eclipse.jetty:jetty-util
Apache Software License - Version 2.0;.*;org.eclipse.jetty.toolchain:jetty-servlet-api
Apache Software License, Version 1.1;.*;mysql:mysql-connector-java
Apache Software License, version 2.0;.*;com.github.fge:btf
Apache Software License, version 2.0;.*;com.github.fge:jackson-coreutils
Apache Software License, version 2.0;.*;com.github.fge:json-patch
Apache Software License, version 2.0;.*;com.github.fge:msg-simple
Apache Software License, version 2.0;.*;com.github.java-json-tools:btf
Apache Software License, version 2.0;.*;com.github.java-json-tools:jackson-coreutils
Apache Software License, version 2.0;.*;com.github.java-json-tools:json-patch
Apache Software License, version 2.0;.*;com.github.java-json-tools:msg-simple
Apache-2.0;.*;org.webjars.npm:swagger-ui-dist
BSD-3-Clause;.*;org.ow2.asm:asm
"BSD-3-Clause;link=https://asm.ow2.io/LICENSE.txt";.*;org.ow2.asm:asm
CC0;.*;org.reactivestreams:reactive-streams
CDDL + GPLv2 with classpath exception;.*;javax.servlet:javax.servlet-api
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;javax.servlet:javax.servlet-api
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty.http2:http2-common
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty.http2:http2-hpack
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty.http2:http2-server
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-alpn-java-server
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-alpn-server
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-continuation
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-http
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-io
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-jaas
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-security
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-server
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-servlet
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-servlets
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty:jetty-util
COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0;.*;org.eclipse.jetty.toolchain:jetty-servlet-api
Eclipse Distribution License - v 1.0;.*;com.sun.istack:istack-commons-runtime
Eclipse Distribution License - v 1.0;.*;jakarta.xml.bind:jakarta.xml.bind-api
Eclipse Distribution License - v 1.0;.*;org.glassfish.jaxb:jaxb-runtime
Eclipse Distribution License - v 1.0;.*;org.glassfish.jaxb:txw2
Eclipse Distribution License - v 1.0;.*;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec
Eclipse Distribution License v. 1.0;.*;org.eclipse.persistence:jakarta.persistence
Eclipse Distribution License v. 1.0;.*;org.eclipse.persistence:org.eclipse.persistence.antlr
Eclipse Distribution License v. 1.0;.*;org.eclipse.persistence:org.eclipse.persistence.asm
Eclipse Distribution License v. 1.0;.*;org.eclipse.persistence:org.eclipse.persistence.core
Eclipse Distribution License v. 1.0;.*;org.eclipse.persistence:org.eclipse.persistence.jpa
Eclipse Distribution License v. 1.0;.*;org.eclipse.persistence:org.eclipse.persistence.jpa.jpql
Eclipse Distribution License v. 1.0;.*;jakarta.persistence:jakarta.persistence-api
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty.http2:http2-common
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty.http2:http2-hpack
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty.http2:http2-server
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-alpn-java-server
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-alpn-server
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-continuation
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-http
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-io
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-jaas
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-security
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-server
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-servlet
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-servlets
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty:jetty-util
Eclipse Public License - Version 1.0;.*;org.eclipse.jetty.toolchain:jetty-servlet-api
Eclipse Public License v. 2.0;.*;com.sun.activation:jakarta.activation
Eclipse Public License v. 2.0;.*;com.sun.istack:istack-commons-runtime
Eclipse Public License v. 2.0;.*;com.sun.mail:jakarta.mail
Eclipse Public License v. 2.0;.*;jakarta.activation:jakarta.activation-api
Eclipse Public License v. 2.0;.*;jakarta.validation:jakarta.validation-api
Eclipse Public License v. 2.0;.*;jakarta.xml.bind:jakarta.xml.bind-api
Eclipse Public License v. 2.0;.*;org.eclipse.persistence:jakarta.persistence
Eclipse Public License v. 2.0;.*;org.eclipse.persistence:org.eclipse.persistence.antlr
Eclipse Public License v. 2.0;.*;org.eclipse.persistence:org.eclipse.persistence.asm
Eclipse Public License v. 2.0;.*;org.eclipse.persistence:org.eclipse.persistence.core
Eclipse Public License v. 2.0;.*;org.eclipse.persistence:org.eclipse.persistence.jpa
Eclipse Public License v. 2.0;.*;org.eclipse.persistence:org.eclipse.persistence.jpa.jpql
Eclipse Public License v. 2.0;.*;org.glassfish.jaxb:jaxb-runtime
Eclipse Public License v. 2.0;.*;org.glassfish.jaxb:txw2
Eclipse Public License v. 2.0;.*;jakarta.persistence:jakarta.persistence-api
Eclipse Public License v. 2.0;.*;jakarta.annotation:jakarta.annotation-api
EDL 1.0;.*;com.sun.activation:jakarta.activation
EDL 1.0;.*;com.sun.mail:jakarta.mail
EDL 1.0;.*;jakarta.activation:jakarta.activation-api
EPL 2.0;.*;com.sun.mail:jakarta.mail
EPL 2.0;.*;org.jboss.spec.javax.annotation:jboss-annotations-api_1.3_spec
EPL 2.0;.*;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec
EPL 2.0;.*;jakarta.annotation:jakarta.annotation-api
GNU General Public License, version 2 with the GNU Classpath Exception;.*;com.sun.activation:jakarta.activation
GNU General Public License, version 2 with the GNU Classpath Exception;.*;com.sun.istack:istack-commons-runtime
GNU General Public License, version 2 with the GNU Classpath Exception;.*;com.sun.mail:jakarta.mail
GNU General Public License, version 2 with the GNU Classpath Exception;.*;jakarta.activation:jakarta.activation-api
GNU General Public License, version 2 with the GNU Classpath Exception;.*;jakarta.validation:jakarta.validation-api
GNU General Public License, version 2 with the GNU Classpath Exception;.*;jakarta.xml.bind:jakarta.xml.bind-api
GNU General Public License, version 2 with the GNU Classpath Exception;.*;org.eclipse.persistence:org.eclipse.persistence.antlr
GNU General Public License, version 2 with the GNU Classpath Exception;.*;org.eclipse.persistence:org.eclipse.persistence.asm
GNU General Public License, version 2 with the GNU Classpath Exception;.*;org.eclipse.persistence:org.eclipse.persistence.core
GNU General Public License, version 2 with the GNU Classpath Exception;.*;org.eclipse.persistence:org.eclipse.persistence.jpa
GNU General Public License, version 2 with the GNU Classpath Exception;.*;org.eclipse.persistence:org.eclipse.persistence.jpa.jpql
GNU General Public License, version 2 with the GNU Classpath Exception;.*;org.glassfish.jaxb:jaxb-runtime
GNU General Public License, version 2 with the GNU Classpath Exception;.*;org.glassfish.jaxb:txw2
GNU General Public License, version 2 with the GNU Classpath Exception;.*;jakarta.persistence:jakarta.persistence-api
GNU General Public License, version 2 with the GNU Classpath Exception;.*;jakarta.annotation:jakarta.annotation-api
GPL2 w/ CPE;.*;com.sun.mail:jakarta.mail
GPL2 w/ CPE;.*;org.jboss.spec.javax.annotation:jboss-annotations-api_1.3_spec
GPL2 w/ CPE;.*;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec
GPL2 w/ CPE;.*;jakarta.annotation:jakarta.annotation-api
HSQLDB License, a BSD open source license;.*;org.hsqldb:hsqldb
ISC;.*;org.mindrot:jbcrypt
ISC license;.*;de.nrw.schule.svws.ext.jbcrypt:jbcrypt
Lesser General Public License, version 3 or greater;.*;com.github.fge:btf
Lesser General Public License, version 3 or greater;.*;com.github.fge:jackson-coreutils
Lesser General Public License, version 3 or greater;.*;com.github.fge:json-patch
Lesser General Public License, version 3 or greater;.*;com.github.fge:msg-simple
Lesser General Public License, version 3 or greater;.*;com.github.java-json-tools:btf
Lesser General Public License, version 3 or greater;.*;com.github.java-json-tools:jackson-coreutils
Lesser General Public License, version 3 or greater;.*;com.github.java-json-tools:json-patch
Lesser General Public License, version 3 or greater;.*;com.github.java-json-tools:msg-simple
LGPL;.*;com.martiansoftware:jsap
LGPL 2.1;.*A;org.javassist:javassist
LGPL-2.1;.*;org.mariadb.jdbc:mariadb-java-client
MIT License;.*;com.eclipsesource.minimal-json:minimal-json
MIT License;.*;com.microsoft.sqlserver:mssql-jdbc
MIT license;.*;org.codehaus.mojo:animal-sniffer-annotations
MIT License;.*;org.slf4j:slf4j-api
MIT License;.*;org.slf4j:slf4j-log4j12
MIT License;.*;jbcrypt:jbcrypt
MIT License;.*;de.nrw.schule.svws.client:svws-client
MIT License;.*;org.slf4j:slf4j-simple
MPL 1.1;.*;org.javassist:javassist
Public Domain;.*;org.jboss.logging:jboss-logging
Public Domain;4.*;org.jboss.resteasy:resteasy-client
Public Domain;.*;org.jboss.resteasy:resteasy-client-api
Public Domain;.*;org.jboss.resteasy:resteasy-core
Public Domain;.*;org.jboss.resteasy:resteasy-core-spi
Public Domain;.*;org.jboss.resteasy:resteasy-jackson2-provider
Public Domain;.*;org.jboss.resteasy:resteasy-jaxb-provider
Public Domain;.*;org.jboss.resteasy:resteasy-jaxrs
Public Domain;.*;org.jboss.resteasy:resteasy-multipart-provider
Public Domain;.*;org.jboss.spec.javax.annotation:jboss-annotations-api_1.3_spec
Public Domain;.*;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec
Public Domain;.*;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec
Public Domain;.*;org.tukaani:xz
The Apache License, Version 2.0;.*;com.fasterxml.woodstox:woodstox-core
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.core:jackson-annotations
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.core:jackson-core
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.core:jackson-databind
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.dataformat:jackson-dataformat-csv
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.dataformat:jackson-dataformat-xml
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.datatype:jackson-datatype-jsr310
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider
The Apache Software License, Version 2.0;.*;com.fasterxml.jackson.module:jackson-module-jaxb-annotations
The Apache Software License, Version 2.0;.*;com.fasterxml.woodstox:woodstox-core
The Apache Software License, Version 2.0;.*;com.google.guava:failureaccess
The Apache Software License, Version 2.0;.*;com.google.guava:listenablefuture
The Apache Software License, Version 2.0;.*;com.google.j2objc:j2objc-annotations
The Apache Software License, Version 2.0;.*;com.google.protobuf:protobuf-java
The Apache Software License, Version 2.0;.*;com.ibm.async:asyncutil
The Apache Software License, Version 2.0;.*;commons-lang:commons-lang
The Apache Software License, Version 2.0;.*;commons-logging:commons-logging
The Apache Software License, Version 2.0;.*;log4j:log4j
The Apache Software License, Version 2.0;.*;org.jsweet.ext:sourcemap-builder
The Apache Software License, Version 2.0;.*;org.jsweet:jsweet-core
The Apache Software License, Version 2.0;.*;org.jsweet:jsweet-transpiler
The Apache Software License, Version 2.0;.*;org.xerial:sqlite-jdbc
The Apache Software License, Version 2.0;.*;org.codehaus.woodstox:stax2-api
The Apache Software License, Version 2.0;.*;org.codehaus.mojo:animal-sniffer-annotations
The Apache Software License, Version 2.0;.*;org.jsweet.v3:jsweet-core
The Apache Software License, Version 2.0;.*;org.jsweet.v3:jsweet-transpiler
The Apache Software License, Version 2.0;.*;org.ow2.asm:asm
The Apache Software License, Version 2.0;.*;org.apache.servicemix.bundles:org.apache.servicemix.bundles.antlr
The BSD License;.*;org.codehaus.woodstox:stax2-api
The GNU General Public License, v2 with FOSS exception;.*;mysql:mysql-connector-java
The MIT License;.*;org.checkerframework:checker-qual
The MIT License (MIT);.*;io.github.classgraph:classgraph
